featureset_name	learner_name	objective	train_set_name	training_set_size	train_score_mean	test_score_mean	train_score_std	test_score_std	scikit_learn_version	version
baseline	LinearRegression	neg_mean_squared_error	aloukina	147	-4.20453784739841	-4.445475611512704	0.39336702468317425	0.8142384558812892	0.18.1	1.2.1
baseline	LinearRegression	neg_mean_squared_error	aloukina	207	-4.287316646994587	-4.442832075586838	0.2791191031618108	0.8073768844934806	0.18.1	1.2.1
baseline	LinearRegression	neg_mean_squared_error	aloukina	268	-4.373048990473171	-4.409625848777309	0.2013588047255274	0.77973149355139	0.18.1	1.2.1
baseline	Lasso	r2	aloukina	26	0.14946101316910115	0.040974078703122654	0.11839701908501	0.09649218355215583	0.18.1	1.2.1
baseline	Lasso	r2	aloukina	87	0.16281274488796588	0.05727575900563577	0.09779424543059159	0.09167620456943708	0.18.1	1.2.1
baseline	Lasso	r2	aloukina	147	0.1587007364618645	0.06987817947119215	0.06392508493487234	0.08203487820899268	0.18.1	1.2.1
baseline	Lasso	r2	aloukina	207	0.15549037723034717	0.07440821242381844	0.053214628072498944	0.07895212591223505	0.18.1	1.2.1
baseline	Lasso	r2	aloukina	268	0.14376283685689356	0.08434731821200783	0.028207275040909068	0.07118366002588618	0.18.1	1.2.1
baseline	Lasso	neg_mean_squared_error	aloukina	26	-3.329025998396193	-4.324414380242358	1.0388609641937812	0.897138871894327	0.18.1	1.2.1
baseline	Lasso	neg_mean_squared_error	aloukina	87	-3.647785287219418	-4.237524383114471	0.5812271171519272	0.7784762652337717	0.18.1	1.2.1
baseline	Lasso	neg_mean_squared_error	aloukina	147	-3.6728341497288284	-4.195468211198438	0.38586736014258455	0.8472424882406017	0.18.1	1.2.1
baseline	Lasso	neg_mean_squared_error	aloukina	207	-3.7625605723867723	-4.176086052696709	0.3389970858632122	0.8496947252850668	0.18.1	1.2.1
baseline	Lasso	neg_mean_squared_error	aloukina	268	-3.880122485737023	-4.1296800381085	0.20598511906368297	0.8135781491924738	0.18.1	1.2.1
baseline	RandomForestRegressor	r2	aloukina	26	0.39830158205609806	-0.13610823365999397	0.1549339124430341	0.17351788567972504	0.18.1	1.2.1
baseline	RandomForestRegressor	r2	aloukina	87	0.2818753594507243	-0.013651476243817828	0.09102294320404869	0.1848897240347358	0.18.1	1.2.1
baseline	RandomForestRegressor	r2	aloukina	147	0.24524082479208364	0.0399516394631126	0.06848992344774102	0.14859167303380272	0.18.1	1.2.1
baseline	RandomForestRegressor	r2	aloukina	207	0.21802431323099097	0.048755578688137104	0.05523258517216235	0.15233074303427796	0.18.1	1.2.1
baseline	RandomForestRegressor	r2	aloukina	268	0.19761920398480512	0.06597528371532256	0.03171451937734627	0.15553567650744926	0.18.1	1.2.1
baseline	RandomForestRegressor	neg_mean_squared_error	aloukina	26	-2.392788015144565	-5.047732605129731	1.0406257229864886	0.7041808525345417	0.18.1	1.2.1
baseline	RandomForestRegressor	neg_mean_squared_error	aloukina	87	-3.132022426737974	-4.500353178866345	0.5398206991307892	0.7794348260255979	0.18.1	1.2.1
baseline	RandomForestRegressor	neg_mean_squared_error	aloukina	147	-3.2961061572609096	-4.2943267953529	0.40481504203747115	0.8398118168659002	0.18.1	1.2.1
baseline	RandomForestRegressor	neg_mean_squared_error	aloukina	207	-3.484579662125577	-4.2559117338611765	0.34149787191052416	0.8485865568255866	0.18.1	1.2.1
baseline	RandomForestRegressor	neg_mean_squared_error	aloukina	268	-3.6360345484731376	-4.1825567921283335	0.2078883833083315	0.874350723387256	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	r2	aloukina	26	0.9794903759283793	-0.7914180953051309	0.05456792889733693	0.3229043007841747	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	r2	aloukina	87	0.9415482565329715	-0.8476754584432372	0.024966341959232474	0.37168132562196277	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	r2	aloukina	147	0.8825831927614622	-0.7935333689631463	0.029740721680845336	0.2606521661117542	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	r2	aloukina	207	0.8287023006951015	-0.7844564346753156	0.02775342564599784	0.46257789627499774	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	r2	aloukina	268	0.8007901543782351	-0.7849052298738187	0.025798633612616913	0.4087041660653314	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	neg_mean_squared_error	aloukina	26	-0.07434615384615385	-7.464966417910448	0.19503685654489486	1.4876128912441613	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	neg_mean_squared_error	aloukina	87	-0.26519061302681995	-7.6071738184079605	0.10702503494044208	1.0774781614228126	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	neg_mean_squared_error	aloukina	147	-0.5307888888888889	-7.41445631840796	0.11499857250025386	0.8026862870799524	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	neg_mean_squared_error	aloukina	207	-0.8022210950080515	-7.295890754560531	0.12056213267672551	1.2804004192784304	0.18.1	1.2.1
item_metadata	DecisionTreeRegressor	neg_mean_squared_error	aloukina	268	-0.9167176528073917	-7.335227682421227	0.10517910747994856	1.2090769341916685	0.18.1	1.2.1
item_metadata	LinearRegression	r2	aloukina	26	0.8072419133955316	-2.4086514319201315	0.12019047320911942	1.403670483165676	0.18.1	1.2.1
item_metadata	LinearRegression	r2	aloukina	87	0.45254883780101246	-0.26854482642591365	0.08934854351708517	0.17884920257586812	0.18.1	1.2.1
item_metadata	LinearRegression	r2	aloukina	147	0.336283982702721	-0.14154143953819925	0.0467827698235928	0.13170958696901183	0.18.1	1.2.1
item_metadata	LinearRegression	r2	aloukina	207	0.2850180021536788	-0.04753227282668783	0.021705248254968428	0.14609802543315203	0.18.1	1.2.1
item_metadata	LinearRegression	r2	aloukina	268	0.2624314906124872	0.014880682813590706	0.025427987230089846	0.1396323464273151	0.18.1	1.2.1
item_metadata	LinearRegression	neg_mean_squared_error	aloukina	26	-0.8046828079984614	-14.107456062222255	0.5228140755487946	5.687966789491498	0.18.1	1.2.1
item_metadata	LinearRegression	neg_mean_squared_error	aloukina	87	-2.540649030354308	-5.291611467896253	0.6345372947309185	0.9084478936670857	0.18.1	1.2.1
item_metadata	LinearRegression	neg_mean_squared_error	aloukina	147	-3.0301747002622723	-4.743563970075962	0.3476384805878526	0.570287394927789	0.18.1	1.2.1
item_metadata	LinearRegression	neg_mean_squared_error	aloukina	207	-3.356958312572126	-4.357967111686345	0.17140250910141613	0.6984670269016255	0.18.1	1.2.1
item_metadata	LinearRegression	neg_mean_squared_error	aloukina	268	-3.401600412726771	-4.104278062459395	0.15000274920039477	0.7156628830613281	0.18.1	1.2.1
item_metadata	Lasso	r2	aloukina	26	0.0	-0.0716730109594399	0.0	0.1017231077515008	0.18.1	1.2.1
item_metadata	Lasso	r2	aloukina	87	0.0	-0.04233904886366442	0.0	0.055910304992906584	0.18.1	1.2.1
item_metadata	Lasso	r2	aloukina	147	0.0	-0.030515815389687506	0.0	0.05290906215745142	0.18.1	1.2.1
item_metadata	Lasso	r2	aloukina	207	0.0	-0.029057070106717698	0.0	0.05302266331078378	0.18.1	1.2.1
item_metadata	Lasso	r2	aloukina	268	0.0	-0.02795261312464541	0.0	0.044874513118288425	0.18.1	1.2.1
item_metadata	Lasso	neg_mean_squared_error	aloukina	26	-4.347661242603551	-4.490874635697252	1.2092977788177333	0.760886368220781	0.18.1	1.2.1
item_metadata	Lasso	neg_mean_squared_error	aloukina	87	-4.6189377064341395	-4.360688215679431	0.6271994320322712	0.5844597530476611	0.18.1	1.2.1
item_metadata	Lasso	neg_mean_squared_error	aloukina	147	-4.562229603405988	-4.312766030668537	0.3618048367287957	0.5901011633543002	0.18.1	1.2.1
item_metadata	Lasso	neg_mean_squared_error	aloukina	207	-4.693848444537796	-4.308046302740307	0.1520450544813417	0.603218700706672	0.18.1	1.2.1
item_metadata	Lasso	neg_mean_squared_error	aloukina	268	-4.61201391944197	-4.302119002701047	0.1370946820387358	0.5756367691924477	0.18.1	1.2.1
item_metadata	RandomForestRegressor	r2	aloukina	26	0.803014718372826	-0.13199184944094985	0.05861659279252646	0.19987794303002876	0.18.1	1.2.1
item_metadata	RandomForestRegressor	r2	aloukina	87	0.8227103392713293	-0.13406345351589874	0.0322306624338036	0.117783745303575	0.18.1	1.2.1
item_metadata	RandomForestRegressor	r2	aloukina	147	0.7794359969785246	-0.17172503354091745	0.026079441808693354	0.17495593009652938	0.18.1	1.2.1
item_metadata	RandomForestRegressor	r2	aloukina	207	0.7387767662794887	-0.17560927702297024	0.02138090839853884	0.18725547198507328	0.18.1	1.2.1
item_metadata	RandomForestRegressor	r2	aloukina	268	0.7173078941578062	-0.17795286527051618	0.02100450893187108	0.1872053035900094	0.18.1	1.2.1
item_metadata	RandomForestRegressor	neg_mean_squared_error	aloukina	26	-0.8440164467234652	-4.705071908649796	0.2851810310524372	0.9083416962347903	0.18.1	1.2.1
item_metadata	RandomForestRegressor	neg_mean_squared_error	aloukina	87	-0.8132837384348273	-4.7076507691801766	0.15942263687831537	0.4812880684239447	0.18.1	1.2.1
item_metadata	RandomForestRegressor	neg_mean_squared_error	aloukina	147	-1.0026977852875372	-4.855649071789099	0.10791439614352917	0.6925614521727081	0.18.1	1.2.1
item_metadata	RandomForestRegressor	neg_mean_squared_error	aloukina	207	-1.2252616739012374	-4.8760728672406595	0.09616412473424772	0.7924326456488725	0.18.1	1.2.1
item_metadata	RandomForestRegressor	neg_mean_squared_error	aloukina	268	-1.3025846271331536	-4.895703184586983	0.08581695776882978	0.8687312232277841	0.18.1	1.2.1
